"state","puma12","cbsa","pop10","afact"
"State code","PUMA (2012)","CBSA (current)","Population (2010)","puma12 to cbsa allocation factor"
"47","01601","28940",105813,1 
"47","01602","28940",107681,1 
"47","01603","28940",172584,1 
"47","01604","28940",140386,1 
"47","01700","28940",123010,1 
"47","01800"," ",44519,0.3023 
"47","01800","28940",102737,0.6977 
"47","01900","11940",52266,0.311 
"47","01900","17420",115788,0.689 
"47","02001","16860",114267,1 
"47","02002","16860",105625,1 
"47","02003","16860",116571,1 
"47","02100"," ",38332,0.3408 
"47","02100","16860",42349,0.3765 
"47","02100","19420",31809,0.2828 
"47","02200"," ",33361,0.2498 
"47","02200","46100",100210,0.7502 
"47","02300","34980",113993,1 
"47","02401","34980",120543,1 
"47","02402","34980",142061,1 
"47","02501","34980",147842,1 
"47","02502","34980",104794,1 
"47","02503","34980",114864,1 
"47","02504","34980",118415,1 
"47","02505","34980",140766,1 
"47","02600","34980",183182,1 
"47","02700","30280",30617,0.1955 
"47","02700","34980",80956,0.5169 
"47","02700","43180",45058,0.2877 
"47","02800"," ",66582,0.6139 
"47","02800","29980",41869,0.3861 
"47","02900"," ",118880,0.8635 
"47","02900","15140",18787,0.1365 
"47","03000","27180",115425,1 
"47","03100"," ",27815,0.2185 
"47","03100","32820",99494,0.7815 
"47","03201","32820",142945,1 
"47","03202","32820",127375,1 
"47","03203","32820",114408,1 
"47","03204","32820",104272,1 
"47","03205","32820",107278,1 
"47","03206","32820",121467,1 
"47","03207","32820",106526,1 
"47","03208","32820",103373,1 
"48","00100"," ",90033,0.4837 
"48","00100","11100",10135,0.0545 
"48","00100","14420",22150,0.119 
"48","00100","20300",21904,0.1177 
"48","00100","25820",19372,0.1041 
"48","00100","37420",22535,0.1211 
"48","00200","11100",121073,1 
"48","00300","11100",120725,1 
"48","00400"," ",61646,0.4641 
"48","00400","30220",22935,0.1727 
"48","00400","31180",11974,0.0901 
"48","00400","38380",36273,0.2731 
"48","00501","31180",112013,1 
"48","00502","31180",166818,1 
"48","00600"," ",58019,0.3855 
"48","00600","19100",59127,0.3929 
"48","00600","46900",13535,0.0899 
"48","00600","48660",19806,0.1316 
"48","00700","48660",131500,1 
"48","00800","14300",33915,0.1755 
"48","00800","23620",38437,0.1989 
"48","00800","43300",120877,0.6256 
"48","00900","19100",164466,1 
"48","01000"," ",41630,0.262 
"48","01000","34420",32334,0.2035 
"48","01000","37580",49793,0.3133 
"48","01000","44860",35161,0.2213 
"48","01100"," ",30464,0.2476 
"48","01100","45500",92565,0.7524 
"48","01200"," ",10546,0.0913 
"48","01200","30980",39309,0.3404 
"48","01200","32220",65631,0.5683 
"48","01300"," ",117858,1 
"48","01400","19100",103350,1 
"48","01501","46340",100530,1 
"48","01502","46340",109184,1 
"48","01600","30980",121730,1 
"48","01700"," ",23796,0.1859 
"48","01700","27380",50845,0.3973 
"48","01700","30980",53330,0.4167 
"48","01800","11980",78532,0.5733 
"48","01800","37300",58458,0.4267 
"48","01901","19100",110593,1 
"48","01902","19100",108690,1 
"48","01903","19100",102439,1 
"48","01904","19100",116388,1 
"48","01905","19100",118649,1 
"48","01906","19100",103745,1 
"48","01907","19100",121837,1 
"48","02001","19100",105750,1 
"48","02002","19100",102230,1 
"48","02003","19100",116966,1 
"48","02004","19100",110301,1 
"48","02005","19100",112942,1 
"48","02006","19100",114425,1 
"48","02101","19100",149610,1 
"48","02102","19100",150934,1 
"48","02200","19100",59672,0.4748 
"48","02200","33420",28111,0.2237 
"48","02200","44500",37890,0.3015 
"48","02301","19100",102489,1 
"48","02302","19100",100198,1 
"48","02303","19100",118285,1 
"48","02304","19100",100380,1 
"48","02305","19100",124206,1 
"48","02306","19100",121339,1 
"48","02307","19100",113626,1 
"48","02308","19100",104746,1 
"48","02309","19100",108416,1 
"48","02310","19100",102080,1 
"48","02311","19100",106677,1 
"48","02312","19100",108617,1 
"48","02313","19100",107302,1 
"48","02314","19100",115618,1 
"48","02315","19100",109463,1 
"48","02316","19100",102064,1 
"48","02317","19100",100433,1 
"48","02318","19100",103760,1 
"48","02319","19100",108139,1 
"48","02320","19100",101396,1 
"48","02321","19100",105730,1 
"48","02322","19100",103175,1 
"48","02400","19100",116927,1 
"48","02501","19100",105316,1 
"48","02502","19100",113071,1 
"48","02503","19100",128927,1 
"48","02504","19100",105550,1 
"48","02505","19100",101198,1 
"48","02506","19100",107178,1 
"48","02507","19100",112707,1 
"48","02508","19100",105740,1 
"48","02509","19100",132854,1 
"48","02510","19100",112976,1 
"48","02511","19100",106900,1 
"48","02512","19100",106319,1 
"48","02513","19100",124611,1 
"48","02514","19100",124433,1 
"48","02515","19100",103222,1 
"48","02516","19100",118032,1 
"48","02600"," ",91895,0.4691 
"48","02600","10180",33746,0.1723 
"48","02600","15220",38106,0.1945 
"48","02600","43660",16921,0.0864 
"48","02600","45020",15216,0.0777 
"48","02700","10180",131506,1 
"48","02800"," ",46365,0.4509 
"48","02800","13700",36238,0.3524 
"48","02800","29500",13833,0.1345 
"48","02800","33260",4799,0.0467 
"48","02800","41660",1599,0.0155 
"48","02900","41660",110224,1 
"48","03000","33260",136872,1 
"48","03100","36220",137130,1 
"48","03200"," ",78032,0.7089 
"48","03200","11380",14786,0.1343 
"48","03200","21340",3476,0.0316 
"48","03200","37780",13783,0.1252 
"48","03301","21340",138813,1 
"48","03302","21340",158701,1 
"48","03303","21340",130806,1 
"48","03304","21340",109954,1 
"48","03305","21340",128877,1 
"48","03306","21340",133496,1 
"48","03400"," ",81635,0.462 
"48","03400","28660",95065,0.538 
"48","03501","28660",153455,1 
"48","03502","28660",156780,1 
"48","03601"," ",81826,0.5479 
"48","03601","14780",33718,0.2258 
"48","03601","17780",33809,0.2264 
"48","03602","17780",194851,1 
"48","03700"," ",96501,0.5953 
"48","03700","18620",47735,0.2945 
"48","03700","47380",17866,0.1102 
"48","03801","47380",103636,1 
"48","03802","47380",131270,1 
"48","03900"," ",95529,0.5368 
"48","03900","26660",82446,0.4632 
"48","04000","31260",86771,0.5735 
"48","04000","34860",64524,0.4265 
"48","04100"," ",102623,0.8766 
"48","04100","13140",14445,0.1234 
"48","04200","13140",136472,1 
"48","04301","13140",116114,1 
"48","04302","13140",136159,1 
"48","04400","26420",110739,1 
"48","04501","26420",136891,1 
"48","04502","26420",114481,1 
"48","04503","26420",103838,1 
"48","04504","26420",100536,1 
"48","04601","26420",112805,1 
"48","04602","26420",117002,1 
"48","04603","26420",115745,1 
"48","04604","26420",123499,1 
"48","04605","26420",117068,1 
"48","04606","26420",107861,1 
"48","04607","26420",103796,1 
"48","04608","26420",101053,1 
"48","04609","26420",125811,1 
"48","04610","26420",104048,1 
"48","04611","26420",103124,1 
"48","04612","26420",102895,1 
"48","04613","26420",106705,1 
"48","04614","26420",105109,1 
"48","04615","26420",102526,1 
"48","04616","26420",107154,1 
"48","04617","26420",105537,1 
"48","04618","26420",102844,1 
"48","04619","26420",101828,1 
"48","04620","26420",101918,1 
"48","04621","26420",102997,1 
"48","04622","26420",104358,1 
"48","04623","26420",102874,1 
"48","04624","26420",107288,1 
"48","04625","26420",111669,1 
"48","04626","26420",115461,1 
"48","04627","26420",111259,1 
"48","04628","26420",107567,1 
"48","04629","26420",109964,1 
"48","04630","26420",100782,1 
"48","04631","26420",117605,1 
"48","04632","26420",101704,1 
"48","04633","26420",100564,1 
"48","04634","26420",101713,1 
"48","04635","26420",105588,1 
"48","04636","26420",106977,1 
"48","04637","26420",113740,1 
"48","04638","26420",102021,1 
"48","04701","26420",154527,1 
"48","04702","26420",136782,1 
"48","04801","26420",102261,1 
"48","04802","26420",108513,1 
"48","04803","26420",102392,1 
"48","04901","26420",103625,1 
"48","04902","26420",118757,1 
"48","04903","26420",104808,1 
"48","04904","26420",126696,1 
"48","04905","26420",131489,1 
"48","05000"," ",20874,0.1224 
"48","05000","13060",36702,0.2153 
"48","05000","20900",41280,0.2421 
"48","05000","26420",71622,0.4201 
"48","05100"," ",41166,0.2684 
"48","05100","12420",112237,0.7316 
"48","05201","12420",113009,1 
"48","05202","12420",102265,1 
"48","05203","12420",100112,1 
"48","05204","12420",107293,1 
"48","05301","12420",107720,1 
"48","05302","12420",102799,1 
"48","05303","12420",124982,1 
"48","05304","12420",120905,1 
"48","05305","12420",106096,1 
"48","05306","12420",133459,1 
"48","05307","12420",109837,1 
"48","05308","12420",112897,1 
"48","05309","12420",105571,1 
"48","05400","12420",157107,1 
"48","05500"," ",88066,0.6373 
"48","05500","41700",42918,0.3106 
"48","05500","47020",7210,0.0522 
"48","05600","38920",21381,0.1977 
"48","05600","47020",86793,0.8023 
"48","05700","41700",131533,1 
"48","05800","41700",108472,1 
"48","05901","41700",106773,1 
"48","05902","41700",116668,1 
"48","05903","41700",112796,1 
"48","05904","41700",104680,1 
"48","05905","41700",115089,1 
"48","05906","41700",116642,1 
"48","05907","41700",102823,1 
"48","05908","41700",102342,1 
"48","05909","41700",106085,1 
"48","05910","41700",107881,1 
"48","05911","41700",112526,1 
"48","05912","41700",103499,1 
"48","05913","41700",103141,1 
"48","05914","41700",101662,1 
"48","05915","41700",100045,1 
"48","05916","41700",102121,1 
"48","06000"," ",10497,0.0887 
"48","06000","23240",24837,0.2098 
"48","06000","28500",49625,0.4192 
"48","06000","41700",33410,0.2823 
"48","06100"," ",17217,0.1339 
"48","06100","41700",111402,0.8661 
"48","06200"," ",37468,0.2243 
"48","06200","19620",48879,0.2927 
"48","06200","20580",54258,0.3249 
"48","06200","46620",26405,0.1581 
"48","06301","29700",134404,1 
"48","06302","29700",115900,1 
"48","06400"," ",29320,0.2811 
"48","06400","40100",60968,0.5845 
"48","06400","49820",14018,0.1344 
"48","06500"," ",7383,0.058 
"48","06500","13300",31861,0.2505 
"48","06500","18580",87962,0.6915 
"48","06601","18580",117125,1 
"48","06602","18580",117456,1 
"48","06603","18580",105642,1 
"48","06701","15180",116495,1 
"48","06702","15180",144780,1 
"48","06703","15180",144945,1 
"48","06801","32580",104349,1 
"48","06802","32580",103965,1 
"48","06803","32580",122289,1 
"48","06804","32580",103929,1 
"48","06805","32580",131410,1 
"48","06806","32580",103225,1 
"48","06807","32580",105602,1 
"48","06900"," ",7223,0.0704 
"48","06900","10860",40838,0.3978 
"48","06900","28780",32477,0.3163 
"48","06900","39700",22134,0.2156 
"49","03001","36260",49975,0.4619 
"49","03001","41620",58218,0.5381 
"49","05001"," ",2264,0.0141 
"49","05001","30860",112656,0.701 
"49","05001","36260",9469,0.0589 
"49","05001","44920",36324,0.226 
"49","11001","36260",197389,1 
"49","11002","36260",109090,1 
"49","13001"," ",54613,0.4133 
"49","13001","25720",23530,0.1781 
"49","13001","39220",21403,0.162 
"49","13001","46860",32588,0.2466 
"49","21001"," ",84387,0.5994 
"49","21001","16260",46163,0.3279 
"49","21001","39340",10246,0.0728 
"49","35001","41620",104367,1 
"49","35002","41620",115370,1 
"49","35003","41620",106496,1 
"49","35004","41620",114845,1 
"49","35005","41620",147290,1 
"49","35006","41620",100467,1 
"49","35007","41620",137853,1 
"49","35008","41620",101359,1 
"49","35009","41620",101608,1 
"49","49001","39340",103532,1 
"49","49002","39340",158140,1 
"49","49003","39340",112570,1 
"49","49004","39340",142322,1 
"49","53001","41100",138115,1 
"49","57001","36260",129395,1 
"49","57002","36260",101841,1 
"50","00100","15540",211261,1 
"50","00200"," ",82933,0.5574 
"50","00200","12740",59534,0.4002 
"50","00200","13620",6306,0.0424 
"50","00300"," ",44513,0.3421 
"50","00300","17200",85606,0.6579 
"50","00400"," ",36821,0.2716 
"50","00400","13540",37125,0.2738 
"50","00400","40860",61642,0.4546 
"51","01301","47900",105186,1 
"51","01302","47900",102441,1 
"51","04101","40060",104543,1 
"51","04102","40060",111527,1 
"51","04103","40060",100166,1 
"51","10701","47900",102704,1 
"51","10702","47900",105893,1 
"51","10703","47900",103714,1 
"51","51010"," ",78582,0.3775 
"51","51010","13720",61313,0.2946 
"51","51010","14140",45078,0.2166 
"51","51010","28700",23177,0.1113 
"51","51020"," ",120884,0.6244 
"51","51020","28700",72711,0.3756 
"51","51040","13980",178237,1 
"51","51044","40220",129927,1 
"51","51045"," ",22211,0.1105 
"51","51045","40220",178780,0.8895 
"51","51080"," ",43051,0.2665 
"51","51080","44420",118502,0.7335 
"51","51084","47900",14034,0.1184 
"51","51084","49020",104508,0.8816 
"51","51085"," ",66035,0.6373 
"51","51085","47900",37575,0.3627 
"51","51087"," ",46789,0.2818 
"51","51087","47900",119265,0.7182 
"51","51089"," ",33153,0.2992 
"51","51089","16820",77648,0.7008 
"51","51090","16820",123911,1 
"51","51095","31340",122224,1 
"51","51096","31340",130410,1 
"51","51097"," ",18490,0.0958 
"51","51097","19260",106561,0.5521 
"51","51097","32300",67972,0.3521 
"51","51105"," ",161175,0.8438 
"51","51105","16820",17146,0.0898 
"51","51105","40060",12690,0.0664 
"51","51110","25500",125228,1 
"51","51115","47900",153247,1 
"51","51120"," ",23584,0.1351 
"51","51120","40060",28545,0.1636 
"51","51120","47900",122397,0.7013 
"51","51125"," ",125037,0.7318 
"51","51125","47260",45836,0.2682 
"51","51135"," ",25228,0.1454 
"51","51135","40060",148235,0.8546 
"51","51145"," ",27152,0.1847 
"51","51145","47260",119855,0.8153 
"51","51154","47260",208001,1 
"51","51155","47260",130337,1 
"51","51164","47260",141491,1 
"51","51165","47260",170090,1 
"51","51167","47260",126413,1 
"51","51175","47260",180719,1 
"51","51186","47260",137436,1 
"51","51206","47260",158691,1 
"51","51215","40060",191246,1 
"51","51224","40060",140398,1 
"51","51225","40060",166537,1 
"51","51235","40060",204214,1 
"51","51244","47900",111334,1 
"51","51245","47900",114819,1 
"51","51246","47900",227943,1 
"51","51255","47900",139966,1 
"51","55001","47260",113140,1 
"51","55002","47260",109069,1 
"51","59301","47900",144493,1 
"51","59302","47900",123184,1 
"51","59303","47900",152346,1 
"51","59304","47900",102067,1 
"51","59305","47900",114330,1 
"51","59306","47900",103204,1 
"51","59307","47900",159845,1 
"51","59308","47900",109412,1 
"51","59309","47900",107742,1 
"53","10100","13380",201140,1 
"53","10200"," ",15769,0.0747 
"53","10200","34580",116901,0.5536 
"53","10200","36020",78506,0.3718 
"53","10300","48300",110884,1 
"53","10400"," ",48671,0.4626 
"53","10400","44060",56532,0.5374 
"53","10501","44060",126354,1 
"53","10502","44060",118165,1 
"53","10503","44060",121652,1 
"53","10504","44060",105050,1 
"53","10600"," ",12836,0.1258 
"53","10600","30300",21623,0.2119 
"53","10600","36830",18728,0.1835 
"53","10600","39420",44776,0.4388 
"53","10600","47460",4078,0.04 
"53","10701","28420",104793,1 
"53","10702","28420",104997,1 
"53","10703","28420",43550,0.4256 
"53","10703","47460",58781,0.5744 
"53","10800","21260",40915,0.3146 
"53","10800","34180",89120,0.6854 
"53","10901","49420",120362,1 
"53","10902","49420",122869,1 
"53","11000"," ",20318,0.1902 
"53","11000","16500",75455,0.7062 
"53","11000","38900",11066,0.1036 
"53","11101","38900",105304,1 
"53","11102","38900",106119,1 
"53","11103","38900",103136,1 
"53","11104","38900",110804,1 
"53","11200"," ",24898,0.1956 
"53","11200","31020",102410,0.8044 
"53","11300","10140",72797,0.5453 
"53","11300","43220",60699,0.4547 
"53","11401","36500",151138,1 
"53","11402","36500",101126,1 
"53","11501","42660",120116,1 
"53","11502","42660",109866,1 
"53","11503","42660",107584,1 
"53","11504","42660",125138,1 
"53","11505","42660",107086,1 
"53","11506","42660",120383,1 
"53","11507","42660",105052,1 
"53","11601","42660",137644,1 
"53","11602","42660",118748,1 
"53","11603","42660",116891,1 
"53","11604","42660",107411,1 
"53","11605","42660",127812,1 
"53","11606","42660",113128,1 
"53","11607","42660",130382,1 
"53","11608","42660",131000,1 
"53","11609","42660",131197,1 
"53","11610","42660",126620,1 
"53","11611","42660",123856,1 
"53","11612","42660",120813,1 
"53","11613","42660",120748,1 
"53","11614","42660",107256,1 
"53","11615","42660",113358,1 
"53","11616","42660",104385,1 
"53","11701","42660",112986,1 
"53","11702","42660",111521,1 
"53","11703","42660",115228,1 
"53","11704","42660",113418,1 
"53","11705","42660",124896,1 
"53","11706","42660",135286,1 
"53","11801","14740",123226,1 
"53","11802","14740",127907,1 
"53","11900"," ",29872,0.295 
"53","11900","38820",71404,0.705 
"54","00100","48260",54745,0.4138 
"54","00100","48540",77550,0.5862 
"54","00200","17220",94196,0.6254 
"54","00200","21900",56418,0.3746 
"54","00300","34060",129709,1 
"54","00400"," ",17541,0.0771 
"54","00400","19060",28212,0.1241 
"54","00400","25180",104169,0.4581 
"54","00400","47900",53498,0.2353 
"54","00400","49020",23964,0.1054 
"54","00500"," ",98013,0.7692 
"54","00500","21180",29405,0.2308 
"54","00600"," ",111220,1 
"54","00700"," ",7605,0.0758 
"54","00700","37620",92673,0.9242 
"54","00800","26580",138800,0.8355 
"54","00800","38580",27324,0.1645 
"54","00900","16620",24629,0.2419 
"54","00900","26580",77206,0.7581 
"54","01000","16620",202449,1 
"54","01100"," ",107015,1 
"54","01200","13220",124898,0.6673 
"54","01200","14140",62264,0.3327 
"54","01300"," ",72748,0.6644 
"54","01300","30880",36743,0.3356 
"55","00100"," ",134615,0.753 
"55","00100","20260",44159,0.247 
"55","00101","31540",111829,1 
"55","00102","31540",183890,1 
"55","00103","31540",192354,1 
"55","00200","24580",104954,1 
"55","00300","24580",143053,1 
"55","00600"," ",86709,0.751 
"55","00600","32980",28743,0.249 
"55","00700"," ",161411,0.7974 
"55","00700","33460",41019,0.2026 
"55","00800"," ",34857,0.2378 
"55","00800","31540",60529,0.4129 
"55","00800","38420",51208,0.3493 
"55","00900","29100",114638,1 
"55","01000","12660",61976,0.5216 
"55","01000","31540",56833,0.4784 
"55","01001","13180",88759,0.5147 
"55","01001","48020",83686,0.4853 
"55","01300"," ",27785,0.2489 
"55","01300","24580",37660,0.3374 
"55","01300","27020",4423,0.0396 
"55","01300","31940",41749,0.374 
"55","01301","24580",20574,0.2017 
"55","01301","31820",81442,0.7983 
"55","01400"," ",111361,0.7069 
"55","01400","43020",46181,0.2931 
"55","01401","11540",48971,0.3252 
"55","01401","22540",101633,0.6748 
"55","01500","11540",176695,1 
"55","01501","36780",166994,1 
"55","01600","48140",134063,1 
"55","01601"," ",47539,0.2472 
"55","01601","44620",70019,0.3641 
"55","01601","49220",74749,0.3887 
"55","02400","27500",160331,1 
"55","02500","43100",115507,1 
"55","10000","16980",166426,1 
"55","20000","33340",218282,1 
"55","30000","39540",195408,1 
"55","40101","33340",108751,1 
"55","40301","33340",118685,1 
"55","40701","33340",169523,1 
"55","41001","33340",108892,1 
"55","41002","33340",118043,1 
"55","41003","33340",106287,1 
"55","41004","33340",105475,1 
"55","41005","33340",112079,1 
"55","50000","48580",102228,1 
"55","55101"," ",124765,0.9334 
"55","55101","20740",8897,0.0666 
"55","55102","32860",43857,0.3421 
"55","55102","33460",84345,0.6579 
"55","55103","20740",152254,1 
"55","70101","33340",114355,1 
"55","70201","33340",154229,1 
"55","70301","33340",121307,1 
"56","00100"," ",57979,0.5349 
"56","00100","27220",21294,0.1965 
"56","00100","43260",29116,0.2686 
"56","00200"," ",55793,0.5474 
"56","00200","23940",46133,0.4526 
"56","00300","16940",91738,0.7165 
"56","00300","29660",36299,0.2835 
"56","00400"," ",29718,0.2826 
"56","00400","16220",75450,0.7174 
"56","00500"," ",15059,0.1254 
"56","00500","21740",21118,0.1758 
"56","00500","40180",40123,0.3341 
"56","00500","40540",43806,0.3647 
